id,name,type,rarity,get,man,unit,trigger,trigger_1,rate,effects_json,prep_turns,description
S703,後方支援,指揮,4,固有,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""debuff_stat"",""target"":""self"",""value"":""10"",""stat"":""rate_active"",""duration"":""99""},{""type"":""buff_stat"",""target"":""friend_random_2"",""value"":""18"",""stat"":""dmg_up_weapon"",""duration"":""99""},{""type"":""buff_stat"",""target"":""friend_random_2"",""value"":""18"",""stat"":""dmg_up_intel"",""duration"":""99""},{""type"":""status"",""target"":""self"",""effect"":""後方支援(予備)"",""duration"":""99""}]",0,戦闘中、自身の能動戦法の発動確率が5%→10%減少するが、友軍複数(2名)に9%→18%の与ダメージ上昇効果を付与。この効果は毎ターン20%→40%の確率で2%減少
S704,荒切,突撃,4,固有,,騎兵|弓兵|鉄砲|足軽|兵器,20→35,20,35,"[{""type"":""status"",""target"":""self"",""effect"":""連撃"",""duration"":""1""}]",0,通常攻撃後、1ターンの間連撃(1ターンに2回通常攻撃)を獲得(発動確率20%→35%)
S705,捨て身の義,指揮,4,固有,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""buff_stat"",""target"":""self"",""value"":""40"",""stat"":""ldr"",""duration"":""99""},{""type"":""buff_stat"",""target"":""friend_random_2"",""value"":""20"",""stat"":""pow"",""duration"":""99""},{""type"":""buff_stat"",""target"":""last_target"",""value"":""20"",""stat"":""intl"",""duration"":""99""},{""type"":""status"",""target"":""self"",""effect"":""捨て身の義(予備)"",""duration"":""99""}]",0,戦闘中、自身の統率が20→40上昇し、友軍複数の武勇と知略が10→20増加。自身の兵力を20%低下するたびに、再度効果を発動(効果は元の60%、重ねがけ可能)
S706,懐柔,指揮,4,固有,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""status"",""target"":""ally_random_2-3"",""effect"":""懐柔_休養(予備)"",""duration"":""2""}]",0,2ターン目から3ターンの間、自軍複数(2~3名)が休養(毎ターン兵力回復)を獲得(回復率42%→84%、知略依存)
S707,魚目混珠,受動,4,固有,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""status"",""target"":""self"",""effect"":""通常攻撃不可"",""duration"":""99""},{""type"":""dispel_debuff"",""target"":""self"",""value"":""50"",""stat"":""dmg_up_weapon"",""duration"":""99""},{""type"":""dispel_debuff"",""target"":""self"",""value"":""50"",""stat"":""dmg_up_intel"",""duration"":""99""},{""type"":""heal"",""target"":""self"",""value"":""212""}]",0,自身は通常攻撃ができず、与ダメージが25%→50%減少するが、毎ターン食事で自身の兵力を回復(回復率106%→212%)
S711,岐阜侍従,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""special"",""target"":""enemy_random_1"",""value"":""岐阜侍従""}]",0,敵軍単体に兵刃ダメージ(ダメージ率74%→148%)と計略ダメージ(ダメージ率74%→148%、知略依存)。自身の武勇と知略ともに対象より高い場合は強化効果を獲得し、ダメージ率が85%→170%に上昇
S712,奮戦,能動,4,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,20→35,20,35,"[{""type"":""status"",""target"":""self"",""effect"":""連撃"",""duration"":""1""},{""type"":""debuff_stat"",""target"":""self"",""value"":""15"",""stat"":""dmg_up_weapon"",""duration"":""1""},{""type"":""debuff_stat"",""target"":""self"",""value"":""15"",""stat"":""dmg_up_intel"",""duration"":""1""}]",0,自身に連撃(1ターンに2回通常攻撃)を付与するが、1ターンの間与ダメージ15%低下(発動確率20%→35%)
S713,全力戦闘,受動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""status"",""target"":""self"",""rate"":""70"",""effect"":""全力戦闘_連撃(予備)"",""duration"":""5""}]",0,5ターン目以降、戦闘終了まで自身が35%→70%の連撃(1ターンに2回通常攻撃)を獲得
S714,先陣の勇,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""dmg_weapon"",""target"":""enemy_random_1"",""value"":""154""},{""type"":""status"",""target"":""last_target"",""effect"":""威圧"",""duration"":""1"",""condition"":""rmd=35""},{""type"":""buff_stat"",""target"":""self"",""value"":""20"",""stat"":""spd"",""duration"":""2""}]",0,敵軍単体に兵刃ダメージ(ダメージ率77%→154%)を与え、17.5%→35%の確率(速度差依存)で1ターンの間威圧(行動不能)を付与。2ターンの間、自身の速度が10→20上昇
S715,奪気,能動,4,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,30→45,30,45,"[{""type"":""dispel_buff"",""target"":""enemy_random_2"",""value"":""2""},{""type"":""buff_stat"",""target"":""self"",""value"":""28"",""stat"":""intl"",""duration"":""3""}]",0,敵軍複数(2名)の強化効果を2個解除し、3ターンの間、自身の知略14→28上昇(発動確率30%→45%)
S716,祓除,能動,4,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,30→45,30,45,"[{""type"":""buff_stat"",""target"":""ally_random_2"",""value"":""24"",""stat"":""pow"",""duration"":""2""},{""type"":""buff_stat"",""target"":""last_target"",""value"":""24"",""stat"":""intl"",""duration"":""2""},{""type"":""buff_stat"",""target"":""last_target"",""value"":""24"",""stat"":""spd"",""duration"":""2""},{""type"":""dispel_debuff"",""target"":""last_target"",""value"":""2""}]",0,2ターンの間、自軍複数(2名)の武勇·知略·速度12→24増加、弱体化効果を2個浄化(発動確率30%→45%)
S717,一念乱志,受動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""status"",""target"":""self"",""effect"":""一念乱志(予備)"",""rate"":""70""}]",0,3ターン目以降、自身は35%→70%の確率で敵軍単体に兵刃ダメージ(ダメージ率89%→178%)を与え、35%の確率で武勇が最も高い自軍単体も同じ対象に兵刃ダメージ(ダメージ率89%→178%)。自身の発動確率は毎ターン2.5%→5%低下
S718,闇討ち,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,45,45,45,"[{""type"":""dmg_weapon"",""target"":""enemy_main"",""value"":""332""}]",1,1ターンの準備後、敵軍大将に兵刃ダメージ(ダメージ率166%→332%)
S719,生死一顧,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,50,50,50,"[{""type"":""dmg_intel"",""target"":""enemy_random_3"",""value"":""56""},{""type"":""status"",""target"":""last_target"",""effect"":""挑発"",""duration"":""1""}]",0,敵軍全体に計略ダメージ(ダメージ率28%→56%、知略依存)を与え、1ターンの間挑発(強制的に自身を通常攻撃の対象に固定)を付与
S720,鉄砲猛撃,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""dmg_intel"",""target"":""enemy_random_2"",""value"":""102""},{""type"":""debuff_stat"",""target"":""last_target"",""value"":""12"",""stat"":""dmg_up_weapon"",""duration"":""2""},{""type"":""debuff_stat"",""target"":""last_target"",""value"":""12"",""stat"":""dmg_up_intel"",""duration"":""2""}]",0,敵軍複数(2名)に計略ダメージ(ダメージ率51%→102%、知略依存)。2ターンの間、対象の与ダメージが6%→12%減少
S721,一上一下,受動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""buff_stat"",""target"":""self"",""value"":""12"",""stat"":""rate_active"",""duration"":""99""}]",0,戦闘中、自身の能動戦法の発動確率が6%→12%増加
S722,一刀両断,突撃,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,30,30,30,"[{""type"":""dmg_weapon"",""target"":""last_target"",""value"":""316""}]",0,通常攻撃後、攻撃対象にもう一度兵刃ダメージ(ダメージ率158%→316%)
S723,先制先登,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""dmg_weapon"",""target"":""enemy_random_2"",""value"":""122""},{""type"":""status"",""target"":""self"",""effect"":""先攻"",""duration"":""1""}]",0,敵軍複数(2名)に兵刃ダメージ(ダメージ率61%→122%)を与え、1ターンの間、先攻(優先行動)を獲得
S724,鬼玄蕃,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,30,30,30,,0,自身の次に受けるダメージが20%→30%増加する代わりに、2ターンの間、9%→18%の離反(兵刃ダメージを与えた際にダメージ量に応じて兵力回復)を獲得。さらに敵軍複数(2~3名)に兵刃ダメージ(ダメージ率59%→118%)
S725,殿軍奮戦,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,30→55,30,55,,0,2ターンの間、敵軍単体に挑発(強制的に自身を通常攻撃の対象に固定)または牽制(強制的に自身を戦法の対象に固定)を付与。敵軍がすでに挑発または牽制状態中の場合、2ターンの間、追加で与ダメージが25%低下。両状態同時存在の場合、与ダメージ低下効果が45%に増加(発動確率30%→55%)
S726,秋水一色,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""buff_stat"",""target"":""self"",""value"":""20"",""stat"":""dmg_up_intel"",""duration"":""2""},{""type"":""buff_stat"",""target"":""friend_random_1"",""value"":""20"",""stat"":""dmg_up_intel"",""duration"":""2""},{""type"":""dmg_intel"",""target"":""enemy_random_2"",""value"":""148""}]",1,1ターンの準備後、2ターンの間、自身と友軍単体の計略与ダメージが10%→20%増加。その後、敵軍複数(2名)に計略ダメージ(ダメージ率74%→148%、知略依存)
S727,甲州流軍学,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""dmg_intel"",""target"":""enemy_random_1"",""value"":""186""},{""type"":""status"",""target"":""friend_random_1"",""value"":""1"",""effect"":""鉄壁"",""duration"":""1""}]",0,敵軍単体に計略ダメージ(ダメージ率93%→186%、知略依存)を与え、1ターンの間、友軍単体に1回分の鉄壁(被ダメージ無効)を付与
S728,百錬成鋼,受動,4,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""buff_stat"",""target"":""self"",""value"":""35"",""stat"":""pow"",""duration"":""99""},{""type"":""buff_stat"",""target"":""self"",""value"":""35"",""stat"":""intl"",""duration"":""99""},{""type"":""buff_stat"",""target"":""self"",""value"":""35"",""stat"":""ldr"",""duration"":""99""},{""type"":""buff_stat"",""target"":""self"",""value"":""35"",""stat"":""spd"",""duration"":""99""}]",0,自身の武勇・知略・統率・速度17.5→35増加
S729,腹中鱗甲,受動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""status"",""target"":""self"",""value"":""52"",""effect"":""反撃"",""duration"":""99"",""condition"":""is_main""},{""type"":""status"",""target"":""self"",""value"":""62"",""effect"":""反撃"",""duration"":""99"",""condition"":""is_sub""}]",0,自身が反撃(通常攻撃を受けると、敵軍に兵刃ダメージ。ダメージ率26%→52%)を獲得。自身が大将でない場合、ダメージ率は31%→62%に上昇
S730,槍弾正,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""dmg_weapon"",""target"":""enemy_random_1"",""value"":""172""},{""type"":""status"",""target"":""last_target"",""effect"":""無策"",""duration"":""1""}]",0,敵軍単体に兵刃ダメージ(ダメージ率86%→172%)。1ターンの間、無策(能動戦法発動不可)を付与
S731,矢石飛交,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,"[{""type"":""special"",""target"":""enemy_random_1"",""value"":""矢石飛交""}]",0,敵軍単体にランダムで2~4回の兵刃ダメージ(ダメージ率42%→84%)
S732,妖怪退治,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""dispel_buff"",""target"":""enemy_random_1"",""value"":""1""},{""type"":""dmg_weapon"",""target"":""last_target"",""value"":""256""}]",0,敵軍単体の強化効果を1個解除し、その後兵刃ダメージ(ダメージ率128%→256%)
S733,援護射擊,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,,0,1ターンの間、自軍単体が15%→30%の回避を獲得。また、対象が初めてダメージを受けた際に自身が攻撃者に兵刃ダメージ(ダメージ率81%→162%、武勇と統率依存)
S734,敵陣攪乱,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""dmg_weapon"",""target"":""enemy_random_1"",""value"":""146""},{""type"":""status"",""target"":""last_target"",""effect"":""混乱"",""duration"":""1""}]",0,敵軍単体に計略ダメージ(ダメージ率73%→146%、知略依存)。1ターンの間、対象に混乱(攻撃と戦法の発動対象をランダムに選択)を付与
S735,融通自在,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,45,45,45,"[{""type"":""buff_stat"",""target"":""friend_random_1"",""value"":""12"",""stat"":""rate_active"",""duration"":""2"",""stack_max"":""2""}]",0,2ターンの間、友軍単体の能動戦法の発動確率6%→12%増加(最大2回重ねがけ可能)
S736,槍の鈴,突撃,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""dmg_weapon"",""target"":""last_target"",""value"":""232""},{""type"":""heal"",""target"":""self"",""value"":""54"",""stat"":""pow"",""condition"":""turn>=3""}]",0,通常攻撃後、敵軍単体に兵刃ダメージ(ダメージ率116%→232%)。3ターン目以降、追加で自身の兵力を回復(回復率27%→54%、武勇依存)
S737,驍勇善戦,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""buff_stat"",""target"":""self"",""value"":""40"",""stat"":""critical_rate_weapon"",""duration"":""2""},{""type"":""dmg_weapon"",""target"":""enemy_random_1"",""value"":""312""}]",1,1ターンの準備後、2ターンの間自身が20%→40%の会心(会心発動時、兵刃ダメージが50%増加)を獲得し、敵軍単体に兵刃ダメージ(ダメージ率156%→312%)
S738,休養,受動,4,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""status"",""target"":""self"",""value"":""100"",""effect"":""休養"",""duration"":""99""}]",0,戦闘中、自身は休養(毎ターン兵力回復、回復率50%→100%)を獲得
S739,不意打ち,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,20→45,20,45,"[{""type"":""special"",""target"":""enemy_random_2"",""value"":""不意打ち""}]",1,1ターンの準備後、1~2ターンの間(65%の確率で2ターンの間)、敵軍複数(2名)にランダムに無策(能動戦法発動不可)と封撃(通常攻撃不可)のいずれかを付与(発動確率20%→45%)
S740,弓調馬服,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,45,45,45,"[{""type"":""debuff_stat"",""target"":""enemy_random_1"",""value"":""100"",""stat"":""pow"",""duration"":""2"",""condition"":""t武勇>t知略""},{""type"":""debuff_stat"",""target"":""last_target"",""value"":""100"",""rate"":""20"",""stat"":""intl"",""duration"":""2"",""condition"":""t武勇>t知略""},{""type"":""debuff_stat"",""target"":""last_target"",""value"":""100"",""stat"":""intl"",""duration"":""2"",""condition"":""t知略>t武勇""},{""type"":""debuff_stat"",""target"":""last_target"",""value"":""100"",""rate"":""20"",""stat"":""pow"",""duration"":""2"",""condition"":""t知略>t武勇""}]",0,2ターンの間、敵軍単体の武勇と知略の高い方が50→100減少。10%→20%の確率(武勇依存)で双方低下
S741,有備無患,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,45,45,45,"[{""type"":""heal"",""target"":""ally_random_2"",""value"":""108"",""stat"":""intl""}]",0,自軍複数(2名)の兵力を回復(回復率54%→108%、知略依存)
S742,一六勝負,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,"[{""type"":""special"",""target"":""enemy_random_1"",""value"":""一六勝負""}]",0,ランダムにいずれか1つの効果を発動:敵軍単体に計略ダメージ(ダメージ率120%→240%、知略依存)を与えるか、自軍単体の兵力を回復(回復率120%→240%、知略依存)
S743,忠勤励行,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""buff_stat"",""target"":""ally_random_2"",""value"":""15"",""stat"":""dmg_up_weapon"",""duration"":""2""},{""type"":""dmg_weapon"",""target"":""enemy_random_1"",""value"":""296""}]",1,1ターンの準備後、2ターンの間、自軍複数(2名)の兵刃与ダメージが7.5%→15%増加。その後、自身が敵軍単体に兵刃ダメージ(ダメージ率148%→296%)
S744,警戒周到,指揮,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""buff_stat"",""target"":""ally_random_2"",""value"":""22"",""stat"":""dmg_cut_weapon"",""duration"":""4""},{""type"":""buff_stat"",""target"":""ally_random_2"",""value"":""22"",""stat"":""dmg_cut_intel"",""duration"":""4""}]",0,4ターン目まで、自軍複数(2名)の被ダメージ11%→22%低下
S745,一触即発,突撃,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,"[{""type"":""debuff_stat"",""target"":""last_target"",""value"":""140"",""stat"":""ldr"",""duration"":""1""},{""type"":""status"",""target"":""last_target"",""effect"":""無策"",""duration"":""1""}]",0,通常攻撃後、1ターンの間攻撃対象の統率が70→140低下、無策(能動戦法発動不可)を付与
S746,攻守兼備,能動,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,"[{""type"":""dmg_weapon"",""target"":""enemy_random_1"",""value"":""184"",""condition"":""武勇>知略""},{""type"":""dmg_intel"",""target"":""enemy_random_1"",""value"":""184"",""condition"":""知略>武勇""},{""type"":""buff_stat"",""target"":""self"",""value"":""40"",""stat"":""dmg_cut_intel"",""duration"":""1"",""condition"":""武勇>""},{""type"":""buff_stat"",""target"":""self"",""value"":""40"",""stat"":""dmg_cut_weapon"",""duration"":""1"",""condition"":""知略>""}]",0,敵軍単体にダメージ(ダメージ率92%→184%、ダメージタイプは武勇と知略の高い方)。また、毎ターン最初に受ける異なるタイプの被ダメージが20%→40%低下、1ターン持続
S747,参謀の助言,指揮,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""buff_stat"",""target"":""ally_random_3"",""value"":""28"",""stat"":""pow"",""duration"":""99""},{""type"":""buff_stat"",""target"":""ally_random_3"",""value"":""28"",""stat"":""intl"",""duration"":""99""}]",0,自軍全体の武勇と知略が14→28増加
S748,回山倒海,突撃,4,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""dmg_weapon"",""target"":""enemy_random_1"",""value"":""104""},{""type"":""status"",""target"":""last_target"",""value"":""94"",""stat"":""pow"",""effect"":""潰走"",""duration"":""2""}]",0,通常攻撃後、敵軍単体に兵刃ダメージ(ダメージ率52%→104%)を与え、さらに対象に2ターンの間潰走(毎ターン持続ダメージ、ダメージ率47%→94%、武勇依存)を付与
S801,不退転,突撃,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,30,30,30,"[{""type"":""dmg_weapon"",""target"":""last_target"",""value"":""140""}]",0,通常攻撃後、攻撃対象にもう一度兵刃ダメージ(ダメージ率70%→140%)
S802,救援,能動,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,"[{""type"":""status"",""target"":""ally_random_1"",""value"":""75"",""rate"":""50"",""stat"":""intl"",""effect"":""回生"",""duration"":""2""}]",0,2ターンの間、自軍単体に回生(ダメージを受けるたびに50%の確率で兵力を一定量回復。回復率37.5%→75%、知略依存)を付与
S803,会話,能動,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,23→45,23,45,"[{""type"":""status"",""target"":""ally_random_1"",""effect"":""混乱耐性"",""duration"":""3""}]",0,3ターンの間、自軍単体は混乱を無効化(発動確率23%→45%)
S804,刺突,能動,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,"[{""type"":""status"",""target"":""enemy_random_1"",""value"":""70"",""stat"":""pow"",""effect"":""潰走"",""duration"":""3""}]",0,3ターンの間、敵軍単体に潰走(毎ターン持続ダメージ。ダメージ率35%→70%、武勇依存)を付与
S805,同討,能動,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,30,30,30,"[{""type"":""dmg_weapon"",""target"":""enemy_random_2"",""value"":""155""}]",1,1ターンの準備後、敵軍複数(2名)に兵刃ダメージ(ダメージ率77.5%→155%)
S806,薙ぎ払い,能動,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,50,50,50,"[{""type"":""dmg_weapon"",""target"":""enemy_random_1"",""value"":""125""}]",0,敵軍単体に兵刃ダメージ(ダメージ率62.5%→125%)
S807,猛撃,突撃,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,45,45,45,"[{""type"":""buff_stat"",""target"":""self"",""value"":""15"",""stat"":""critical_rate_weapon"",""duration"":""2""}]",0,通常攻撃後、2ターンの間、自身が7.5%→15%の会心を獲得(会心発動時、兵刃ダメージが50%増加)
S808,嘲罵,能動,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,30→60,30,60,"[{""type"":""status"",""target"":""enemy_random_3"",""effect"":""挑発"",""duration"":""1""}]",0,1ターンの間、敵軍全体に挑発を付与して自身をその攻撃対象に固定(発動確率30%→60%)
S809,水計,能動,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""status"",""target"":""enemy_random_1"",""value"":""70"",""stat"":""intl"",""effect"":""火傷水攻め"",""duration"":""3""}]",0,3ターンの間、敵軍単体に水攻めを付与し、毎ターン持続ダメージを与える(ダメージ率35%→70%、知略依存)
S810,破甲,突撃,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,55,55,55,"[{""type"":""debuff_stat"",""target"":""last_target"",""value"":""36"",""stat"":""ldr"",""duration"":""2""}]",0,通常攻撃後、2ターンの間攻撃対象の統率18→36減少
S811,火攻め,能動,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,"[{""type"":""dmg_intel"",""target"":""enemy_random_1"",""value"":""150""}]",0,敵軍単体に計略ダメージ(ダメージ率75%→150%)
S812,反撃,能動,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""status"",""target"":""self"",""value"":""60"",""effect"":""反撃"",""duration"":""1""}]",0,1ターンの間、反撃(通常攻撃を受けるたびに攻撃者へ反撃ダメージ、ダメージ率30%→60%)を獲得
S813,火計,能動,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""status"",""target"":""enemy_random_1"",""value"":""70"",""stat"":""intl"",""effect"":""火傷"",""duration"":""3""}]",0,3ターンの間、敵軍単体を火傷にし、毎ターン持続ダメージを与える(ダメージ率35%→70%、知略依存)
S814,連戦,突撃,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""dmg_weapon"",""target"":""enemy_random_1"",""value"":""120""}]",0,通常攻撃後、敵軍単体に兵刃ダメージ(ダメージ率60%→120%)
S815,奮起,受動,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""buff_stat"",""target"":""self"",""value"":""25"",""stat"":""pow"",""duration"":""99""},{""type"":""buff_stat"",""target"":""self"",""value"":""25"",""stat"":""spd"",""duration"":""99""}]",0,自身の武勇と速度12.5→25増加
S816,威圧,能動,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,25,25,25,"[{""type"":""debuff_stat"",""target"":""enemy_random_2"",""value"":""15"",""stat"":""dmg_up_weapon"",""duration"":""2""},{""type"":""debuff_stat"",""target"":""enemy_random_2"",""value"":""15"",""stat"":""dmg_up_intel"",""duration"":""2""}]",0,2ターンの間、敵軍複数(2名)の与ダメージ7.5→15%低下
S817,看破,能動,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,25,25,25,"[{""type"":""dispel_buff"",""target"":""enemy_random_1""},{""type"":""debuff_stat"",""target"":""last_target"",""value"":""18"",""stat"":""intl"",""duration"":""2""}]",0,敵軍単体の強化効果を解除し、2ターンの間、対象の知略9→18減少
S818,殿軍,能動,3,固有/伝授,,騎兵|弓兵|鉄砲|足軽|兵器,25,25,25,"[{""type"":""buff_stat"",""target"":""self"",""value"":""30"",""stat"":""pow"",""duration"":""2""},{""type"":""buff_stat"",""target"":""self"",""value"":""40"",""stat"":""ldr"",""duration"":""2"",""condition"":""is_sub""}]",0,2ターンの間、自身の武勇15→30増加、自身が副将の場合は追加で統率20→40増加
S819,士気高揚,能動,2,固有,,騎兵|弓兵|鉄砲|足軽|兵器,13→25,13,25,"[{""type"":""status"",""target"":""ally_random_1"",""effect"":""洞察"",""duration"":""1""}]",0,このターンに自軍単体が洞察を獲得し、制御状態をすべて無効化(発動確率13%→25%)
S820,初期激昂,能動,2,固有,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,"[{""type"":""buff_stat"",""target"":""ally_random_1"",""value"":""20"",""stat"":""spd"",""duration"":""2""}]",0,2ターンの間、自軍単体の速度10→20増加
S821,初級撹乱,能動,2,固有,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,"[{""type"":""debuff_stat"",""target"":""enemy_random_1"",""value"":""12"",""stat"":""spd"",""duration"":""2""}]",0,2ターンの間、敵軍単体の速度6→12減少
S822,初級圧制,能動,2,固有,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,"[{""type"":""debuff_stat"",""target"":""enemy_random_1"",""value"":""12"",""stat"":""ldr"",""duration"":""2""}]",0,2ターンの間、敵軍単体の統率6→12減少
S823,初級鼓舞,能動,2,固有,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,"[{""type"":""buff_stat"",""target"":""ally_random_1"",""value"":""20"",""stat"":""pow"",""duration"":""2""}]",0,2ターンの間、自軍単体の武勇10→20増加
S824,初級治療,能動,2,固有,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,"[{""type"":""status"",""target"":""ally_random_1"",""value"":""40"",""rate"":""50"",""stat"":""intl"",""effect"":""回生"",""duration"":""2""}]",0,2ターンの間、自軍単体に回生(ダメージを受けるたびに50%の確率で兵力を一定量回復。回復率20%→40%、知略依存)を付与
S901,雷神斬り,受動,5,事件,立花道雪×1、大友家・星5×1,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,戦闘中、毎ターン蓄勢を1獲得する。蓄勢の回数が2以上、且つ自身が威圧状態でない場合、蓄勢回数をリセットし、25％→50%の会心状態及び60→120の武勇を獲得し、1ターン持続。また、蓄勢回数が2を超える場合、追加で12.5%→25%の会心状態及び30→60の武勇を獲得する
S902,機に乗ず,突撃,5,事件,今川家・星5×1、徳川家・星5×1,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""debuff_stat"",""target"":""last_target"",""value"":""140"",""stat"":""pow"",""duration"":""1""},{""type"":""debuff_stat"",""target"":""last_target"",""value"":""140"",""stat"":""intl"",""duration"":""1""},{""type"":""status"",""target"":""last_target"",""effect"":""挑発"",""duration"":""1"",""condition"":""not_has_挑発""},{""type"":""status"",""target"":""last_target"",""effect"":""牽制"",""duration"":""1"",""condition"":""not_has_牽制""},{""type"":""status"",""target"":""self"",""value"":""35"",""effect"":""回避"",""duration"":""1"",""condition"":""has_挑発""},{""type"":""status"",""target"":""self"",""value"":""35"",""effect"":""回避"",""duration"":""1"",""condition"":""has_牽制""}]",0,通常攻撃後、攻撃対象の武勇と知略を70→140低下させる。対象が既に挑発または牽制状態の場合、自身は17.5%→35%の回避を獲得する。そうでない場合、攻撃対象に挑発と牽制状態を付与し、1ターン持続
S903,自立の志,能動,5,事件,毛利隆元×1、毛利家・星5×1,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,,0,敵軍全体を挑発状態にし、同時に自身の統率を22.5%→55%増加させる。2ターン持続
